time,v,bsoc,i
1306550,140656,1170,6696
1307050,140657,1171,6695
1307550,140655,1171,6702
1308050,140652,1172,6698
1308550,140651,1173,6705
1309050,140650,1174,6701
1309550,140649,1175,6700
1310050,140647,1176,6698
1310550,140648,1177,6692
1311050,140648,1178,6697
1311550,140648,1179,6694
1312050,140649,1180,6697
1312550,140647,1181,6698
1313050,140649,1182,6698
1313550,140648,1183,6698
1314050,140648,1184,6698
1314550,140646,1185,6695
1315050,140642,1185,6697
1315550,140644,1186,6699
1316050,140642,1187,6700
1316550,140643,1188,6702
1317050,140642,1189,6701
1317550,140641,1190,6698
1318050,140641,1191,6698
1318550,140642,1192,6692
1319050,140639,1193,6693
1319550,140639,1194,6697
1320050,140638,1195,6701
1320550,140636,1196,6700
1321050,140636,1197,6697
1321550,140636,1198,6698
1322050,140635,1198,6701
1322550,140634,1199,6697
1323050,140632,1200,6701
1323550,140632,1201,6701
1324050,140631,1202,6698
1324550,140631,1203,6702
1325050,140631,1204,6700
1325550,140630,1205,6699
1326050,140629,1206,6701
1326550,140628,1207,6697
1327050,140626,1208,6704
1327550,140626,1209,6704
1328050,140627,1210,6700
1328550,140625,1211,6699
1329050,140625,1211,6699
1329550,140626,1212,6698
1330050,140624,1213,6693
1330550,140622,1214,6696
1331050,140622,1215,6698
1331550,140621,1216,6694
1332050,140621,1217,6697
1332550,140621,1218,6697
1333050,140620,1219,6698
1333550,140620,1220,6702
1334050,140619,1221,6705
1334550,140620,1222,6699
1335050,140618,1223,6700
1335550,140617,1224,6701
1336050,140617,1224,6694
1336550,140615,1225,6698
1337050,140616,1226,6697
1337550,140615,1227,6698
1338050,140613,1228,6697
1338550,140613,1229,6699
1339050,140613,1230,6693
1339550,140611,1231,6697
1340050,140610,1232,6694
1340550,140610,1233,6697
1341050,140608,1234,6698
1341550,140609,1235,6696
1342050,140606,1236,6696
1342550,140607,1237,6701
1343050,140608,1238,6700
1343550,140607,1238,6698
1344050,140606,1239,6696
1344550,140604,1240,6698
1345050,140604,1241,6692
1345550,140601,1242,6697
1346050,140602,1243,6696
1346550,140600,1244,6696
1347050,140601,1245,6697
1347550,140602,1246,6698
1348050,140601,1247,6698
1348550,140599,1248,6697
1349050,140598,1249,6700
1349550,140599,1250,6698
1350050,140598,1251,6698
1350550,140597,1251,6693
1351050,140598,1252,6698
1351550,140598,1253,6697
1352050,140597,1254,6700
1352550,140594,1255,6698
1353050,140594,1256,6700
1353550,140594,1257,6701
1354050,140594,1258,6695
1354550,140591,1259,6696
1355050,140591,1260,6694
1355550,140590,1261,6695
1356050,140588,1262,6696
1356550,140587,1263,6698
1357050,140587,1264,6700
1357550,140584,1264,6698
1358050,140590,1265,6694
1358550,140585,1266,6696
1359050,140582,1267,6696
1359550,140584,1268,6698
1360050,140584,1269,6693
1360550,140584,1270,6694
1361050,140581,1271,6697
1361550,140583,1272,6698
1362050,140581,1273,6693
1362550,140580,1274,6691
1363050,140581,1275,6698
1363550,140579,1276,6697
1364050,140579,1277,6694
1364550,140578,1277,6692
1365050,140579,1278,6695
1365550,140577,1279,6694
1366050,140578,1280,6692
1366550,140577,1281,6691
1367050,140577,1282,6692
1367550,140577,1283,6693
1368050,140576,1284,6694
1368550,140576,1285,6694
1369050,140575,1286,6692
1369550,140573,1287,6696
1370050,140573,1288,6695
1370550,140573,1289,6696
1371050,140571,1290,6698
1371550,140571,1290,6693
1372050,140568,1291,6696
1372550,140570,1292,6696
1373050,140571,1293,6695
1373550,140565,1294,6697
1374050,140567,1295,6695
1374550,140566,1296,6699
1375050,140566,1297,6696
1375550,140564,1298,6698
1376050,140563,1299,6700
1376550,140562,1300,6699
1377050,140563,1301,6700
1377550,140561,1302,6698
1378050,140563,1303,6696
1378550,140561,1303,6697
1379050,140561,1304,6697
1379550,140560,1305,6701
1380050,140558,1306,6699
1380550,140558,1307,6702
1381050,140558,1308,6697
1381550,140558,1309,6698
1382050,140556,1310,6702
1382550,140557,1311,6694
1383050,140556,1312,6704
1383550,140553,1313,6701
1384050,140554,1314,6698
1384550,140554,1315,6697
1385050,140555,1316,6699
1385550,140553,1317,6703
1386050,140552,1317,6704
1386550,140553,1318,6701
1387050,140551,1319,6703
1387550,140552,1320,6702
1388050,140550,1321,6700
1388550,140550,1322,6702
1389050,140548,1323,6700
1389550,140547,1324,6698
1390050,140547,1325,6696
1390550,140546,1326,6697
1391050,140548,1327,6698
1391550,140547,1328,6696
1392050,140545,1329,6699
1392550,140545,1330,6698
1393050,140543,1330,6699
1393550,140543,1331,6700
1394050,140543,1332,6700
1394550,140541,1333,6695
1395050,140539,1334,6697
1395550,140541,1335,6693
1396050,140540,1336,6695
1396550,140539,1337,6696
1397050,140539,1338,6700
1397550,140537,1339,6698
1398050,140537,1340,6701
1398550,140536,1341,6702
1399050,140535,1342,6700
1399550,140535,1343,6699
1400050,140534,1343,6692
1400550,140534,1344,6697
1401050,140532,1345,6696
1401550,140532,1346,6700
1402050,140532,1347,6697
1402550,140530,1348,6699
1403050,140531,1349,6702
1403550,140528,1350,6699
1404050,140527,1351,6701
1404550,140527,1352,6698
1405050,140526,1353,6698
1405550,140527,1354,6699
1406050,140525,1355,6699
1406550,140523,1356,6699
1407050,140523,1356,6699
1407550,140524,1357,6700
1408050,140523,1358,6699
1408550,140522,1359,6702
1409050,140522,1360,6701
1409550,140522,1361,6702
1410050,140521,1362,6701
1410550,140521,1363,6700
1411050,140521,1364,6699
1411550,140518,1365,6701
1412050,140518,1366,6702
1412550,140519,1367,6700
1413050,140517,1368,6705
1413550,140517,1369,6700
1414050,140516,1369,6701
1414550,140515,1370,6705
1415050,140515,1371,6699
1415550,140514,1372,6699
1416050,140513,1373,6701
1416550,140513,1374,6698
1417050,140511,1375,6700
1417550,140513,1376,6700
1418050,140512,1377,6701
1418550,140514,1378,6702
1419050,140511,1379,6700
1419550,140511,1380,6696
1420050,140509,1381,6698
1420550,140509,1382,6700
1421050,140508,1383,6699
1421550,140507,1383,6701
1422050,140506,1384,6707
1422550,140505,1385,6702
1423050,140505,1386,6701
1423550,140502,1387,6700
1424050,140503,1388,6699
1424550,140503,1389,6699
1425050,140503,1390,6700
1425550,140502,1391,6696
1426050,140501,1392,6702
1426550,140499,1393,6701
1427050,140499,1394,6698
1427550,140497,1395,6698
1428050,140498,1396,6702
1428550,140498,1396,6701
1429050,140497,1397,6703
1429550,140496,1398,6706
1430050,140496,1399,6706
1430550,140497,1400,6703
1431050,140495,1401,6701
1431550,140495,1402,6702
1432050,140494,1403,6705
1432550,140493,1404,6700
1433050,140492,1405,6702
1434050,140491,1407,6704
1434550,140493,1408,6705
1435050,140491,1409,6701
1435550,140490,1409,6702
1436050,140489,1410,6698
1436550,140487,1411,6703
1437050,140488,1412,6703
1437550,140488,1413,6703
1438050,140485,1414,6703
1438550,140486,1415,6706
1439050,140483,1416,6705
1439550,140483,1417,6702
1440050,140482,1418,6704
1440550,140483,1419,6705
1441050,140482,1420,6703
1441550,140482,1421,6701
1442050,140481,1422,6704
1442550,140483,1423,6705
1443050,140478,1423,6703
1443550,140478,1424,6703
1444050,140478,1425,6707
1444550,140477,1426,6705
1445050,140477,1427,6699
1445550,140477,1428,6701
1446050,140474,1429,6699
1446550,140476,1430,6702
1447050,140474,1431,6699
1447550,140474,1432,6699
1448050,140472,1433,6696
1448550,140473,1434,6700
1449050,140473,1435,6701
1449550,140470,1436,6701
1450050,140470,1436,6702
1450550,140470,1437,6701
1451050,140470,1438,6703
1451550,140469,1439,6703
1452050,140470,1440,6699
1452550,140469,1441,6699
1453050,140469,1442,6695
1453550,140466,1443,6700
1454050,140466,1444,6703
1454550,140466,1445,6705
1455050,140465,1446,6706
1455551,140465,1447,6700
1456051,140463,1448,6706
1456552,140464,1449,6704
1457052,140463,1449,6701
1457553,140462,1450,6701
1458053,140461,1451,6701
1458554,140460,1452,6700
1459054,140460,1453,6700
1459555,140460,1454,6699
1460055,140461,1455,6700
1460556,140460,1456,6700
1461056,140457,1457,6702
1461557,140457,1458,6702
1462057,140455,1459,6697
1462558,140455,1460,6699
1463058,140454,1461,6703
1463559,140453,1462,6696
1464059,140452,1463,6700
1464560,140452,1463,6700
1465060,140453,1464,6700
1465561,140452,1465,6699
1466061,140451,1466,6701
1466562,140451,1467,6700
1467062,140451,1468,6699
1467563,140448,1469,6699
1468063,140449,1470,6697
1468564,140449,1471,6698
1469064,140446,1472,6702
1469565,140447,1473,6700
1470065,140446,1474,6697
1470566,140446,1475,6698
1471066,140444,1476,6697
1471567,140445,1476,6694
1472067,140444,1477,6695
1472568,140444,1478,6696
1473068,140442,1479,6698
1473569,140440,1480,6698
1474069,140440,1481,6697
1474570,140440,1482,6696
1475070,140439,1483,6698
1475571,140437,1484,6699
1476071,140438,1485,6700
1476572,140438,1486,6701
1477072,140436,1487,6696
1477573,140436,1488,6703
1478073,140435,1489,6700
1478574,140436,1489,6702
1479074,140433,1490,6696
1479575,140433,1491,6697
1480075,140432,1492,6703
1480576,140431,1493,6700
1481076,140431,1494,6696
1481577,140430,1495,6696
1482077,140431,1496,6697
1482578,140430,1497,6697
1483078,140430,1498,6699
1483579,140428,1499,6698
1484079,140427,1500,6703
1484580,140426,1501,6703
1485080,140425,1502,6699
1485581,140425,1502,6698
1486081,140423,1503,6703
1486582,140423,1504,6703
1487082,140423,1505,6698
1487583,140423,1506,6702
1488083,140423,1507,6697
1488584,140421,1508,6701
1489084,140420,1509,6699
1489585,140420,1510,6700
1490085,140422,1511,6699
1490586,140418,1512,6696
1491086,140419,1513,6694
1491587,140418,1514,6696
1492087,140418,1515,6700
1492588,140418,1516,6695
1493088,140418,1516,6695
1493589,140415,1517,6699
1494089,140416,1518,6701
1494590,140415,1519,6698
1495090,140416,1520,6699
1495590,140416,1521,6698
1496090,140413,1522,6698
1496590,140415,1523,6696
1497090,140412,1524,6695
1497590,140410,1525,6698
1498090,140411,1526,6699
1498590,140411,1527,6699
1499090,140409,1528,6699
1499590,140408,1529,6696
1500090,140407,1529,6700
1500590,140407,1530,6695
1501090,140406,1531,6700
1501590,140406,1532,6693
1502090,140406,1533,6694
1502590,140405,1534,6698
1503090,140404,1535,6695
1503590,140403,1536,6696
1504090,140403,1537,6699
1504590,140404,1538,6701
1505090,140402,1539,6700
1505590,140401,1540,6699
1506090,140400,1541,6701
1506590,140402,1542,6702
1507090,140399,1542,6702
1507590,140398,1543,6701
1508090,140397,1544,6698
1508590,140398,1545,6700
1509090,140395,1546,6697
1509590,140395,1547,6700
1510090,140396,1548,6699
1510590,140395,1549,6700
1511090,140394,1550,6698
1511590,140394,1551,6697
1512090,140393,1552,6697
1512590,140393,1553,6701
1513090,140392,1554,6704
1513590,140391,1555,6701
1514090,140393,1555,6703
1514590,140390,1556,6705
1515090,140390,1557,6702
1515590,140388,1558,6698
1516090,140385,1559,6701
1516590,140388,1560,6701
1517090,140388,1561,6699
1517590,140385,1562,6698
1518090,140384,1563,6700
1518590,140383,1564,6697
1519090,140386,1565,6700
1519590,140382,1566,6700
1520090,140383,1567,6699
1520590,140383,1568,6700
1521090,140382,1569,6700
1521590,140378,1569,6697
1522090,140379,1570,6696
1522590,140379,1571,6701
1523090,140379,1572,6698
1523590,140381,1573,6702
1524090,140379,1574,6701
1524590,140378,1575,6700
1525090,140375,1576,6702
1525590,140374,1577,6701
1526090,140376,1578,6699
1526590,140375,1579,6702
1527090,140373,1580,6699
1527590,140374,1581,6698
1528090,140372,1582,6701
1528590,140374,1582,6701
1529090,140371,1583,6701
1529590,140371,1584,6705
1530090,140370,1585,6701
1530590,140369,1586,6698
1531090,140368,1587,6700
1531590,140369,1588,6699
1532090,140367,1589,6702
1532590,140366,1590,6701
1533090,140365,1591,6702
1533590,140363,1592,6700
1534090,140365,1593,6700
1534590,140365,1594,6700
1535090,140363,1595,6698
1535590,140363,1595,6704
1536090,140364,1596,6697
1536590,140363,1597,6699
1537090,140363,1598,6703
1537590,140362,1599,6698
1538090,140361,1600,6701
1538590,140362,1601,6700
1539090,140360,1602,6695
1539590,140360,1603,6700
1540590,140359,1605,6701
1541090,140358,1606,6702
1541590,140356,1607,6695
1542090,140354,1608,6699
1542590,140356,1608,6701
1543090,140355,1609,6701
1543590,140351,1610,6699
1544090,140351,1611,6701
1544590,140352,1612,6700
1545090,140352,1613,6701
1545590,140353,1614,6700
1546090,140350,1615,6699
1546590,140349,1616,6699
1547090,140350,1617,6698
1547590,140348,1618,6700
1548090,140348,1619,6696
1548590,140349,1620,6700
1549090,140346,1621,6701
1549590,140348,1622,6700
1550090,140346,1622,6698
1550590,140344,1623,6698
1551090,140344,1624,6697
1551590,140342,1625,6694
1552090,140344,1626,6699
1552590,140342,1627,6702
1553090,140342,1628,6697
1553590,140341,1629,6699
1554090,140341,1630,6698
1554590,140340,1631,6699
1555090,140341,1632,6696
1555590,140338,1633,6697
1556090,140340,1634,6697
1556590,140338,1635,6698
1557090,140338,1635,6699
1557590,140338,1636,6702
1558090,140336,1637,6699
1558590,140334,1638,6699
1559090,140334,1639,6701
1559590,140333,1640,6700
1560090,140331,1641,6702
1560590,140332,1642,6700
1561090,140332,1643,6699
1561590,140332,1644,6700
1562090,140331,1645,6702
1562590,140331,1646,6701
1563090,140331,1647,6702
1563590,140331,1648,6700
1564090,140330,1648,6704
1564590,140328,1649,6703
1565090,140327,1650,6698
1565590,140326,1651,6698
1566090,140327,1652,6702
1566590,140325,1653,6698
1567090,140326,1654,6698
1567590,140325,1655,6699
1568090,140325,1656,6699
1568590,140324,1657,6696
1569090,140323,1658,6698
1569590,140323,1659,6702
1570090,140323,1660,6702
1570590,140322,1661,6700
1571090,140321,1662,6703
1571590,140322,1662,6701
1572090,140319,1663,6705
1572590,140318,1664,6705
1573090,140320,1665,6701
1573590,140318,1666,6702
1574090,140317,1667,6703
1574590,140317,1668,6703
1575090,140316,1669,6703
1575590,140317,1670,6701
1576090,140314,1671,6705
1576590,140313,1672,6701
1577090,140313,1673,6701
1577590,140311,1674,6701
1578090,140312,1675,6702
1578590,140311,1675,6699
1579090,140310,1676,6703
1579590,140310,1677,6700
1580090,140309,1678,6702
1580590,140309,1679,6702
1581090,140307,1680,6701
1581590,140306,1681,6702
1582090,140307,1682,6705
1582590,140305,1683,6705
1583590,140302,1685,6698
1584090,140301,1686,6702
1584590,140302,1687,6708
1585090,140304,1688,6701
1585590,140303,1688,6703
1586090,140304,1689,6704
1586590,140302,1690,6703
1587090,140302,1691,6700
1587590,140305,1692,6700
1588090,140301,1693,6704
1588590,140298,1694,6701
1589090,140297,1695,6702
1589590,140298,1696,6699
1590090,140296,1697,6703
1590590,140297,1698,6704
1591090,140296,1699,6699
1591590,140294,1700,6704
1592090,140294,1701,6705
1592590,140292,1702,6703
1593090,140294,1702,6698
1593590,140292,1703,6705
1594090,140291,1704,6705
1594590,140292,1705,6699
1595090,140291,1706,6699
1595590,140291,1707,6705
1596090,140290,1708,6701
1596590,140287,1709,6700
1597090,140288,1710,6701
1597590,140288,1711,6700
1598090,140286,1712,6704
1598590,140287,1712,6698
1599090,140285,1713,6703
1599590,140286,1714,6703
1600090,140284,1715,6706
1600590,140282,1716,6703
1601090,140284,1717,6703
1601590,140283,1718,6701
1602090,140282,1719,6700
1602590,140283,1720,6702
1603090,140281,1721,6700
1603590,140281,1722,6700
1604090,140280,1723,6699
1604590,140279,1724,6702
1605090,140277,1725,6701
1605590,140277,1726,6707
1606090,140277,1726,6701
1606590,140276,1727,6701
1607090,140276,1728,6703
1607590,140275,1729,6706
1608090,140272,1730,6705
1608590,140271,1731,6702
1609090,140272,1732,6700
1609590,140272,1733,6699
1610090,140272,1734,6702
1610590,140271,1735,6701
1611090,140272,1736,6702
1611590,140269,1737,6700
1612090,140269,1738,6703
1612590,140267,1739,6700
1613090,140267,1739,6703
1613590,140267,1740,6700
1614090,140265,1741,6702
1614590,140264,1742,6705
1615090,140266,1743,6704
1615590,140263,1744,6705
1616090,140264,1745,6704
1616590,140263,1746,6705
1617090,140261,1747,6703
1617590,140262,1748,6701
1618090,140262,1749,6702
1618590,140260,1750,6702
1619090,140258,1751,6705
1619590,140258,1752,6705
1620090,140258,1752,6700
1620590,140260,1753,6706
1621090,140258,1754,6704
1621590,140257,1755,6701
1622090,140257,1756,6699
1622590,140257,1757,6704
1623090,140257,1758,6706
1623590,140256,1759,6704
1624090,140254,1760,6707
1624590,140256,1761,6705
1625090,140254,1762,6700
1625590,140253,1763,6701
1626090,140252,1764,6700
1626590,140251,1765,6699
1627090,140251,1766,6701
1627590,140250,1766,6701
1628090,140249,1767,6703
1628590,140251,1768,6694
1629090,140249,1769,6700
1629590,140246,1770,6698
1630090,140248,1771,6696
1630590,140246,1772,6697
1631090,140245,1773,6698
1631590,140243,1774,6699
1632090,140245,1775,6695
1632590,140243,1776,6697
1633090,140243,1777,6695
1633590,140242,1778,6695
1634090,140242,1779,6698
1634590,140243,1779,6697
1635090,140241,1780,6702
1635590,140240,1781,6697
1636090,140237,1782,6697
1636590,140237,1783,6697
1637090,140237,1784,6701
1637590,140237,1785,6697
1638090,140235,1786,6697
1638590,140236,1787,6697
1639090,140238,1788,6696
1639590,140235,1789,6697
1640090,140232,1790,6700
1640590,140234,1791,6699
1641090,140232,1792,6699
1641590,140232,1792,6700
1642090,140231,1793,6700
1642590,140231,1794,6696
1643090,140230,1795,6696
